ticker,title,sic_code,sic_description
PAM,PAMPA ENERGY INC.,4911,Electric Services
ITGR,INTEGER HOLDINGS CORP,3845,Electromedical & Electrotherapeutic Apparatus
FBP,FIRST BANCORP /PR/,6022,State Commercial Banks
NSIT,INSIGHT ENTERPRISES INC,5961,Retail-Catalog & Mail-Order Houses
AMBA,AMBARELLA INC,3674,Semiconductors & Related Devices
PTON,PELOTON INTERACTIVE INC.,3949,"Sporting & Athletic Goods, NEC"
ORLA,ORLA MINING LTD.,1040,Gold and Silver Ores
EEFT,EURONET WORLDWIDE INC.,6099,"Functions Related To Depository Banking, NEC"
BNL,BROADSTONE NET LEASE INC.,6798,Real Estate Investment Trusts
SEB,SEABOARD CORP /DE/,5150,Wholesale-Farm Product Raw Materials
QUBT,QUANTUM COMPUTING INC.,7372,Services-Prepackaged Software
LU,LUFAX HOLDING LTD,6199,Finance Services
KAI,KADANT INC,3550,Special Industry Machinery (No Metalworking Machinery)
GFF,GRIFFON CORP,3442,"Metal Doors, Sash, Frames, Moldings & Trim"
ETOR,ETORO GROUP LTD.,6211,"Security Brokers, Dealers & Flotation Companies"
ADMA,ADMA BIOLOGICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
RNST,RENASANT CORP,6022,State Commercial Banks
EXPO,EXPONENT INC,8742,Services-Management Consulting Services
TBBK,BANCORP INC.,6021,National Commercial Banks
COTY,COTY INC.,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
HOG,HARLEY-DAVIDSON INC.,3751,"Motorcycles, Bicycles & Parts"
RHI,ROBERT HALF INC.,7363,Services-Help Supply Services
VAL,VALARIS LTD,1381,Drilling Oil & Gas Wells
TNET,TRINET GROUP INC.,7389,"Services-Business Services, NEC"
INDB,INDEPENDENT BANK CORP,6022,State Commercial Banks
HPHTY,HAMAMATSU PHOTONICS K.K./ADR,,
ALHC,ALIGNMENT HEALTHCARE INC.,6324,Hospital & Medical Service Plans
FIZZ,NATIONAL BEVERAGE CORP,2086,Bottled & Canned Soft Drinks & Carbonated Waters
NG,NOVAGOLD RESOURCES INC,1040,Gold and Silver Ores
HIW,HIGHWOODS PROPERTIES INC.,6798,Real Estate Investment Trusts
PATK,PATRICK INDUSTRIES INC,3714,Motor Vehicle Parts & Accessories
LNTH,LANTHEUS HOLDINGS INC.,2835,In Vitro & In Vivo Diagnostic Substances
INTA,INTAPP INC.,7372,Services-Prepackaged Software
ATHM,AUTOHOME INC.,7374,Services-Computer Processing & Data Preparation
HTGC,HERCULES CAPITAL INC.,,
RIG,TRANSOCEAN LTD.,1381,Drilling Oil & Gas Wells
OTTR,OTTER TAIL CORP,4911,Electric Services
TGNA,TEGNA INC,4833,Television Broadcasting Stations
COMM,COMMSCOPE HOLDING COMPANY INC.,3663,Radio & Tv Broadcasting & Communications Equipment
FULT,FULTON FINANCIAL CORP,6021,National Commercial Banks
RELY,REMITLY GLOBAL INC.,7389,"Services-Business Services, NEC"
ODD,ODDITY TECH LTD,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
CNS,COHEN & STEERS INC.,6282,Investment Advice
NEA,NUVEEN AMT-FREE QUALITY MUNICIPAL INCOME FUND,,
VSEC,VSE CORP,8711,Services-Engineering Services
ASO,ACADEMY SPORTS & OUTDOORS INC.,5940,Retail-Miscellaneous Shopping Goods Stores
LGND,LIGAND PHARMACEUTICALS INC,2834,Pharmaceutical Preparations
FIBK,FIRST INTERSTATE BANCSYSTEM INC,6022,State Commercial Banks
CDP,COPT DEFENSE PROPERTIES,6798,Real Estate Investment Trusts
AHL,ASPEN INSURANCE HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance"
NVST,ENVISTA HOLDINGS CORP,3843,Dental Equipment & Supplies
VC,VISTEON CORP,3714,Motor Vehicle Parts & Accessories
GRP-UN,GRANITE REAL ESTATE INVESTMENT TRUST,6798,Real Estate Investment Trusts
UTG,REAVES UTILITY INCOME FUND,,
PII,POLARIS INC.,3790,Miscellaneous Transportation Equipment
TGLS,TECNOGLASS INC.,3211,Flat Glass
MIAX,MIAMI INTERNATIONAL HOLDINGS INC.,6211,"Security Brokers, Dealers & Flotation Companies"
IPGP,IPG PHOTONICS CORP,3674,Semiconductors & Related Devices
SMG,SCOTTS MIRACLE-GRO CO,2870,Agricultural Chemicals
HCC,WARRIOR MET COAL INC.,1220,Silver Ores
SBET,SHARPLINK GAMING INC.,7372,Services-Prepackaged Software
CATY,CATHAY GENERAL BANCORP,6022,State Commercial Banks
TEX,TEREX CORP,3537,"Industrial Trucks, Tractors, Trailors & Stackers"
BRSL,BRIGHTSTAR LOTTERY PLC,7990,Services-Miscellaneous Amusement & Recreation
BL,BLACKLINE INC.,7372,Services-Prepackaged Software
UNF,UNIFIRST CORP,7200,Services-Personal Services
CNTA,CENTESSA PHARMACEUTICALS PLC,2834,Pharmaceutical Preparations
AZZ,AZZ INC,3470,"Coating, Engraving & Allied Services"
BTU,PEABODY ENERGY CORP,1221,Bituminous Coal & Lignite Surface Mining
QURE,UNIQURE N.V.,2834,Pharmaceutical Preparations
WNS,WNS (HOLDINGS) LTD,7389,"Services-Business Services, NEC"
NCNO,NCINO INC.,7372,Services-Prepackaged Software
KGS,KODIAK GAS SERVICES INC.,4922,Natural Gas Transmission
KMPR,KEMPER CORP,6331,"Fire, Marine & Casualty Insurance"
AVPT,AVEPOINT INC.,7372,Services-Prepackaged Software
HAYW,HAYWARD HOLDINGS INC.,3580,Refrigeration & Service Industry Machinery
DOCN,DIGITALOCEAN HOLDINGS INC.,7370,"Services-Computer Programming, Data Processing, Etc."
WOR,WORTHINGTON ENTERPRISES INC.,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills"
IPAR,INTERPARFUMS INC,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
BXMT,BLACKSTONE MORTGAGE TRUST INC.,6798,Real Estate Investment Trusts
ASAN,ASANA INC.,7372,Services-Prepackaged Software
TLX,TELIX PHARMACEUTICALS LTD,2834,Pharmaceutical Preparations
ARLP,ALLIANCE RESOURCE PARTNERS LP,1221,Bituminous Coal & Lignite Surface Mining
WSFS,WSFS FINANCIAL CORP,6021,National Commercial Banks
MYRG,MYR GROUP INC.,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction"
SRRK,SCHOLAR ROCK HOLDING CORP,2836,"Biological Products, (No Diagnostic Substances)"
GENI,GENIUS SPORTS LTD,7990,Services-Miscellaneous Amusement & Recreation
GRBK,GREEN BRICK PARTNERS INC.,1531,Operative Builders
CPK,CHESAPEAKE UTILITIES CORP,4923,Natural Gas Transmisison & Distribution
ARX,ACCELERANT HOLDINGS,6411,"Insurance Agents, Brokers & Service"
MATX,MATSON INC.,4400,Water Transportation
AIR,AAR CORP,3720,Aircraft & Parts
MGNI,MAGNITE INC.,7370,"Services-Computer Programming, Data Processing, Etc."
CNK,CINEMARK HOLDINGS INC.,7830,Services-Motion Picture Theaters
GPOR,GULFPORT ENERGY CORP,1311,Crude Petroleum & Natural Gas
FUL,FULLER H B CO,2891,Adhesives & Sealants
KEN,KENON HOLDINGS LTD.,4911,Electric Services
DEI,DOUGLAS EMMETT INC,6798,Real Estate Investment Trusts
PLBL,POLIBELI GROUP LTD,5064,"Wholesale-Electrical Appliances, Tv & Radio Sets"
PRM,PERIMETER SOLUTIONS INC.,2800,Chemicals & Allied Products
CHA,CHAGEE HOLDINGS LTD.,5810,Retail-Eating & Drinking Places
SMSEY,SAMSONITE INTERNATIONAL SA/ADR,8880,American Depositary Receipts
WRBY,WARBY PARKER INC.,3851,Ophthalmic Goods
BHF,BRIGHTHOUSE FINANCIAL INC.,6311,Life Insurance
EOSE,EOS ENERGY ENTERPRISES INC.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
CBU,COMMUNITY FINANCIAL SYSTEM INC.,6021,National Commercial Banks
PCH,POTLATCHDELTIC CORP,6798,Real Estate Investment Trusts
WSBC,WESBANCO INC,6021,National Commercial Banks
AUGO,AURA MINERALS INC.,1000,Metal Mining
FHB,FIRST HAWAIIAN INC.,6022,State Commercial Banks
TPC,TUTOR PERINI CORP,1540,General Bldg Contractors - Nonresidential Bldgs
SIMO,SILICON MOTION TECHNOLOGY CORP,3674,Semiconductors & Related Devices
AMRX,AMNEAL PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
NAMS,NEWAMSTERDAM PHARMA CO N.V.,2834,Pharmaceutical Preparations
MEOH,METHANEX CORP,2860,Industrial Organic Chemicals
CSQ,CALAMOS STRATEGIC TOTAL RETURN FUND,,
APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,6282,Investment Advice
VKTX,VIKING THERAPEUTICS INC.,2834,Pharmaceutical Preparations
PLMR,PALOMAR HOLDINGS INC.,6331,"Fire, Marine & Casualty Insurance"
BLKB,BLACKBAUD INC,7372,Services-Prepackaged Software
TPH,TRI POINTE HOMES INC.,1531,Operative Builders
RLX,RLX TECHNOLOGY INC.,2111,Cigarettes
MGEE,MGE ENERGY INC,4900,"Electric, Gas & Sanitary Services"
BMA,MACRO BANK INC.,6029,"Commercial Banks, NEC"
OUT,OUTFRONT MEDIA INC.,6798,Real Estate Investment Trusts
MLYS,MINERALYS THERAPEUTICS INC.,2834,Pharmaceutical Preparations
ENVA,ENOVA INTERNATIONAL INC.,6141,Personal Credit Institutions
PBH,PRESTIGE CONSUMER HEALTHCARE INC.,2834,Pharmaceutical Preparations
AVA,AVISTA CORP,4931,Electric & Other Services Combined
SM,SM ENERGY CO,1311,Crude Petroleum & Natural Gas
TBBB,BBB FOODS INC,5411,Retail-Grocery Stores
XENE,XENON PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
ACLS,AXCELIS TECHNOLOGIES INC,3559,"Special Industry Machinery, NEC"
JOYY,JOYY INC.,7374,Services-Computer Processing & Data Preparation
DGNX,DIGINEX LTD,7374,Services-Computer Processing & Data Preparation
SLNO,SOLENO THERAPEUTICS INC,2834,Pharmaceutical Preparations
BKE,BUCKLE INC,5651,Retail-Family Clothing Stores
GRND,GRINDR INC.,7370,"Services-Computer Programming, Data Processing, Etc."
PAGS,PAGSEGURO DIGITAL LTD.,7374,Services-Computer Processing & Data Preparation
INDV,INDIVIOR PLC,2834,Pharmaceutical Preparations
CAAP,CORPORACION AMERICA AIRPORTS S.A.,4581,"Airports, Flying Fields & Airport Terminal Services"
NMIH,NMI HOLDINGS INC.,6351,Surety Insurance
ADOOY,ADARO ENERGY PT/ADR/,8880,American Depositary Receipts
PRVA,PRIVIA HEALTH GROUP INC.,8000,Services-Health Services
KAR,OPENLANE INC.,5500,Retail-Auto Dealers & Gasoline Stations
FBK,FB FINANCIAL CORP,6022,State Commercial Banks
PRGO,PERRIGO CO PLC,2834,Pharmaceutical Preparations
MCHB,MECHANICS BANCORP,6022,State Commercial Banks
AVNT,AVIENT CORP,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
HAFN,HAFNIA LTD,4700,Transportation Services
CGON,CG ONCOLOGY INC.,2836,"Biological Products, (No Diagnostic Substances)"
WRD,WERIDE INC.,7373,Services-Computer Integrated Systems Design
CNXC,CONCENTRIX CORP,7389,"Services-Business Services, NEC"
MPW,MEDICAL PROPERTIES TRUST INC,6798,Real Estate Investment Trusts
GEO,GEO GROUP INC,1520,General Bldg Contractors - Residential Bldgs
CIVI,CIVITAS RESOURCES INC.,1311,Crude Petroleum & Natural Gas
BB,BLACKBERRY LTD,7372,Services-Prepackaged Software
USAC,USA COMPRESSION PARTNERS LP,4922,Natural Gas Transmission
RARE,ULTRAGENYX PHARMACEUTICAL INC.,2834,Pharmaceutical Preparations
AEO,AMERICAN EAGLE OUTFITTERS INC,5651,Retail-Family Clothing Stores
AGYS,AGILYSYS INC,7373,Services-Computer Integrated Systems Design
CBZ,CBIZ INC.,7389,"Services-Business Services, NEC"
TDW,TIDEWATER INC,4400,Water Transportation
GEMI,GEMINI SPACE STATION INC.,6221,Commodity Contracts Brokers & Dealers
BBU,BROOKFIELD BUSINESS PARTNERS L.P.,1700,Construction - Special Trade Contractors
PRKS,UNITED PARKS & RESORTS INC.,7990,Services-Miscellaneous Amusement & Recreation
ICUI,ICU MEDICAL INC/DE,3841,Surgical & Medical Instruments & Apparatus
WDFC,WD 40 CO,2890,Miscellaneous Chemical Products
PENN,PENN ENTERTAINMENT INC.,7011,Hotels & Motels
HTFL,HEARTFLOW INC.,3841,Surgical & Medical Instruments & Apparatus
MGRC,MCGRATH RENTCORP,7359,"Services-Equipment Rental & Leasing, NEC"
KNSA,KINIKSA PHARMACEUTICALS INTERNATIONAL PLC,2834,Pharmaceutical Preparations
NATL,NCR ATLEOS CORP,3578,Calculating & Accounting Machines (No Electronic Computers)
BKU,BANKUNITED INC.,6035,"Savings Institution, Federally Chartered"
TMC,TMC THE METALS CO INC.,1000,Metal Mining
GEF,GREIF INC,3412,"Metal Shipping Barrels, Drums, Kegs & Pails"
JOE,ST JOE CO,6552,Land Subdividers & Developers (No Cemeteries)
APLS,APELLIS PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
BCC,BOISE CASCADE CO,5030,Wholesale-Lumber & Other Construction Materials
LIVN,LIVANOVA PLC,3845,Electromedical & Electrotherapeutic Apparatus
AKR,ACADIA REALTY TRUST,6798,Real Estate Investment Trusts
APLE,APPLE HOSPITALITY REIT INC.,6798,Real Estate Investment Trusts
KYIV,KYIVSTAR GROUP LTD.,4812,Radiotelephone Communications
EE,EXCELERATE ENERGY INC.,4924,Natural Gas Distribution
SVMB,JINGBO TECHNOLOGY INC.,7372,Services-Prepackaged Software
WHD,CACTUS INC.,3533,Oil & Gas Field Machinery & Equipment
WD,WALKER & DUNLOP INC.,6199,Finance Services
COLM,COLUMBIA SPORTSWEAR CO,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
TTAM,TITAN AMERICA SA,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
IAC,IAC INC.,7370,"Services-Computer Programming, Data Processing, Etc."
RNW,RENEW ENERGY GLOBAL PLC,4911,Electric Services
SGRY,SURGERY PARTNERS INC.,8062,"Services-General Medical & Surgical Hospitals, NEC"
WU,WESTERN UNION CO,7389,"Services-Business Services, NEC"
BSM,BLACK STONE MINERALS L.P.,1311,Crude Petroleum & Natural Gas
YETI,YETI HOLDINGS INC.,3949,"Sporting & Athletic Goods, NEC"
OLN,OLIN CORP,2800,Chemicals & Allied Products
SFNC,SIMMONS FIRST NATIONAL CORP,6021,National Commercial Banks
IMVT,IMMUNOVANT INC.,2836,"Biological Products, (No Diagnostic Substances)"
SEI,SOLARIS ENERGY INFRASTRUCTURE INC.,3533,Oil & Gas Field Machinery & Equipment
FORM,FORMFACTOR INC,3674,Semiconductors & Related Devices
ABM,ABM INDUSTRIES INC /DE/,7340,Services-To Dwellings & Other Buildings
HYPMY,HYPERMARCAS S.A.,,
RNG,RINGCENTRAL INC.,7374,Services-Computer Processing & Data Preparation
CMBT,CMB.TECH NV,4412,Deep Sea Foreign Transportation of  Freight
MNFYY,MONEY FORWARD INC./ADR,,
SEZL,SEZZLE INC.,7389,"Services-Business Services, NEC"
AWR,AMERICAN STATES WATER CO,4941,Water Supply
CAKE,CHEESECAKE FACTORY INC,5812,Retail-Eating  Places
GSHD,GOOSEHEAD INSURANCE INC.,6411,"Insurance Agents, Brokers & Service"
XRAY,DENTSPLY SIRONA INC.,3843,Dental Equipment & Supplies
EXG,EATON VANCE TAX-MANAGED GLOBAL DIVERSIFIED EQUITY INCOME FUND,,
PTY,PIMCO CORPORATE & INCOME OPPORTUNITY FUND,,
UE,URBAN EDGE PROPERTIES,6500,Real Estate
WB,WEIBO CORP,7370,"Services-Computer Programming, Data Processing, Etc."
REVG,REV GROUP INC.,3711,Motor Vehicles & Passenger Car Bodies
PTRN,PATTERN GROUP INC.,5961,Retail-Catalog & Mail-Order Houses
AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/,3621,Motors & Generators
CENX,CENTURY ALUMINUM CO,3334,Primary Production of  Aluminum
KNTK,KINETIK HOLDINGS INC.,4922,Natural Gas Transmission
NAD,NUVEEN QUALITY MUNICIPAL INCOME FUND,,
HCM,HUTCHMED (CHINA) LTD,2834,Pharmaceutical Preparations
BFH,BREAD FINANCIAL HOLDINGS INC.,6141,Personal Credit Institutions
CWT,CALIFORNIA WATER SERVICE GROUP,4941,Water Supply
EXTR,EXTREME NETWORKS INC,3576,Computer Communications Equipment
OGN,ORGANON & CO.,2834,Pharmaceutical Preparations
SBCF,SEACOAST BANKING CORP OF FLORIDA,6022,State Commercial Banks
LXP,LXP INDUSTRIAL TRUST,6798,Real Estate Investment Trusts
MANU,MANCHESTER UNITED PLC,7900,Services-Amusement & Recreation Services
FLO,FLOWERS FOODS INC,2000,Food and Kindred Products
GTX,GARRETT MOTION INC.,3714,Motor Vehicle Parts & Accessories
ADX,ADAMS DIVERSIFIED EQUITY FUND INC.,,
FSM,FORTUNA MINING CORP.,1040,Gold and Silver Ores
CON,CONCENTRA GROUP HOLDINGS PARENT INC.,8093,"Services-Specialty Outpatient Facilities, NEC"
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,6531,Real Estate Agents & Managers (For Others)
BUR,BURFORD CAPITAL LTD,6199,Finance Services
BATRA,ATLANTA BRAVES HOLDINGS INC.,7900,Services-Amusement & Recreation Services
PLUG,PLUG POWER INC,3620,Electrical Industrial Apparatus
GLOB,GLOBANT S.A.,7374,Services-Computer Processing & Data Preparation
DRVN,DRIVEN BRANDS HOLDINGS INC.,7500,"Services-Automotive Repair, Services & Parking"
CVBF,CVB FINANCIAL CORP,6022,State Commercial Banks
BANC,BANC OF CALIFORNIA INC.,6021,National Commercial Banks
GOF,GUGGENHEIM STRATEGIC OPPORTUNITIES FUND,,
SYNA,SYNAPTICS INC,3674,Semiconductors & Related Devices
ALRM,ALARM.COM HOLDINGS INC.,7372,Services-Prepackaged Software
ALVO,ALVOTECH,2836,"Biological Products, (No Diagnostic Substances)"
NVG,NUVEEN AMT-FREE MUNICIPAL CREDIT INCOME FUND,,
MH,MCGRAW HILL INC.,2741,Miscellaneous Publishing
ALKT,ALKAMI TECHNOLOGY INC.,7372,Services-Prepackaged Software
FA,FIRST ADVANTAGE CORP,7374,Services-Computer Processing & Data Preparation
PRK,PARK NATIONAL CORP /OH/,6021,National Commercial Banks
DAN,DANA INC,3714,Motor Vehicle Parts & Accessories
BOH,BANK OF HAWAII CORP,6022,State Commercial Banks
UUUU,ENERGY FUELS INC,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
JPC,NUVEEN PREFERRED & INCOME OPPORTUNITIES FUND,,
XMTR,XOMETRY INC.,7389,"Services-Business Services, NEC"
VIAV,VIAVI SOLUTIONS INC.,3674,Semiconductors & Related Devices
SAH,SONIC AUTOMOTIVE INC,5500,Retail-Auto Dealers & Gasoline Stations
SMPL,SIMPLY GOOD FOODS CO,2000,Food and Kindred Products
STNG,SCORPIO TANKERS INC.,4412,Deep Sea Foreign Transportation of  Freight
ONDS,ONDAS HOLDINGS INC.,3663,Radio & Tv Broadcasting & Communications Equipment
DRSHF,DRONESHIELD LTD,,
WWW,WOLVERINE WORLD WIDE INC /DE/,3140,"Footwear, (No Rubber)"
FRPT,FRESHPET INC.,2040,Grain Mill Products
FCPT,FOUR CORNERS PROPERTY TRUST INC.,6798,Real Estate Investment Trusts
ATS,ATS CORP /ATS,3569,"General Industrial Machinery & Equipment, NEC"
CLVT,CLARIVATE PLC,7374,Services-Computer Processing & Data Preparation
UTF,COHEN & STEERS INFRASTRUCTURE FUND INC,,
PFS,PROVIDENT FINANCIAL SERVICES INC,6035,"Savings Institution, Federally Chartered"
IQ,IQIYI INC.,7841,Services-Video Tape Rental
DBC,INVESCO DB COMMODITY INDEX TRACKING FUND,6221,Commodity Contracts Brokers & Dealers
OII,OCEANEERING INTERNATIONAL INC,1389,"Oil & Gas Field Services, NEC"
HURN,HURON CONSULTING GROUP INC.,8742,Services-Management Consulting Services
NOG,NORTHERN OIL & GAS INC.,1311,Crude Petroleum & Natural Gas
ABR,ARBOR REALTY TRUST INC,6798,Real Estate Investment Trusts
ETY,EATON VANCE TAX-MANAGED DIVERSIFIED EQUITY INCOME FUND,,
DNN,DENISON MINES CORP.,1090,Miscellaneous Metal Ores
TARS,TARSUS PHARMACEUTICALS INC.,2836,"Biological Products, (No Diagnostic Substances)"
SUPN,SUPERNUS PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
CURLF,CURALEAF HOLDINGS INC.,2833,Medicinal Chemicals & Botanical Products
MRX,MAREX GROUP PLC,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
ACMR,ACM RESEARCH INC.,3559,"Special Industry Machinery, NEC"
RUM,RUMBLE INC.,7370,"Services-Computer Programming, Data Processing, Etc."
RXO,RXO INC.,4700,Transportation Services
WAFD,WAFD INC,6021,National Commercial Banks
SHOO,STEVEN MADDEN LTD.,3140,"Footwear, (No Rubber)"
EBCRY,EMBRACER GROUP AB/ADR,,
SXI,STANDEX INTERNATIONAL CORP/DE/,3580,Refrigeration & Service Industry Machinery
MTRN,MATERION CORP,3460,Metal Forgings & Stampings
DIOD,DIODES INC /DEL/,3674,Semiconductors & Related Devices
DFH,DREAM FINDERS HOMES INC.,1531,Operative Builders
FOLD,AMICUS THERAPEUTICS INC.,2834,Pharmaceutical Preparations
HG,HAMILTON INSURANCE GROUP LTD.,6331,"Fire, Marine & Casualty Insurance"
DXC,DXC TECHNOLOGY CO,7374,Services-Computer Processing & Data Preparation
PRDO,PERDOCEO EDUCATION CORP,8200,Services-Educational Services
COCO,VITA COCO COMPANY INC.,2080,Beverages
PGY,PAGAYA TECHNOLOGIES LTD.,6199,Finance Services
IBRX,IMMUNITYBIO INC.,2836,"Biological Products, (No Diagnostic Substances)"
HCI,HCI GROUP INC.,6331,"Fire, Marine & Casualty Insurance"
MQ,MARQETA INC.,7372,Services-Prepackaged Software
SA,SEABRIDGE GOLD INC,1040,Gold and Silver Ores
BEAM,BEAM THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
INOD,INNODATA INC,7374,Services-Computer Processing & Data Preparation
TRMK,TRUSTMARK CORP,6021,National Commercial Banks
CDTX,CIDARA THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
FFBC,FIRST FINANCIAL BANCORP /OH/,6021,National Commercial Banks
AYR,AIRCASTLE LTD,7359,"Services-Equipment Rental & Leasing, NEC"
DKL,DELEK LOGISTICS PARTNERS LP,4610,Pipe Lines (No Natural Gas)
GDV,GABELLI DIVIDEND & INCOME TRUST,,
NZF,NUVEEN MUNICIPAL CREDIT INCOME FUND,,
SPNS,SAPIENS INTERNATIONAL CORP N V,7372,Services-Prepackaged Software
BLTE,BELITE BIO INC,2834,Pharmaceutical Preparations
CPRX,CATALYST PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
BHC,BAUSCH HEALTH COMPANIES INC.,2834,Pharmaceutical Preparations
BBAI,BIGBEAR.AI HOLDINGS INC.,7372,Services-Prepackaged Software
AI,C3.AI INC.,7372,Services-Prepackaged Software
CHEF,CHEFS' WAREHOUSE INC.,5141,"Wholesale-Groceries, General Line"
IDYA,IDEAYA BIOSCIENCES INC.,2834,Pharmaceutical Preparations
DRD,DRDGOLD LTD,1040,Gold and Silver Ores
PSIX,POWER SOLUTIONS INTERNATIONAL INC.,3510,Engines & Turbines
APGE,APOGEE THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
VCYT,VERACYTE INC.,8071,Services-Medical Laboratories
PCT,PURECYCLE TECHNOLOGIES INC.,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
AMBP,ARDAGH METAL PACKAGING S.A.,3411,Metal Cans
SYBT,STOCK YARDS BANCORP INC.,6022,State Commercial Banks
CURB,CURBLINE PROPERTIES CORP.,6500,Real Estate
PAX,PATRIA INVESTMENTS LTD,6282,Investment Advice
CPRI,CAPRI HOLDINGS LTD,3100,Leather & Leather Products
SAM,BOSTON BEER CO INC,2082,Malt Beverages
VITL,VITAL FARMS INC.,2000,Food and Kindred Products
CLM,CORNERSTONE STRATEGIC INVESTMENT FUND INC.,0000,
CC,CHEMOURS CO,2800,Chemicals & Allied Products
BBUC,BROOKFIELD BUSINESS CORP,1700,Construction - Special Trade Contractors
VTMX,VESTA REAL ESTATE CORPORATION S.A.B. DE C.V.,6500,Real Estate
SOC,SABLE OFFSHORE CORP.,1311,Crude Petroleum & Natural Gas
HAE,HAEMONETICS CORP,3841,Surgical & Medical Instruments & Apparatus
HBI,HANESBRANDS INC.,5600,Retail-Apparel & Accessory Stores
EYE,NATIONAL VISION HOLDINGS INC.,3851,Ophthalmic Goods
